PID,experiment,calc,sent
2064,1,0,0.0
2070,1,0,20.0
2071,1,0,0.0
2072,1,0,0.0
2077,1,0,100.0
2081,1,0,0.0
2082,1,0,0.0
2085,1,0,0.0
2088,1,0,0.0
2098,1,0,0.0
2112,1,0,30.0
2117,1,0,80.0
2122,1,0,20.0
2124,1,0,0.0
2126,1,0,80.0
2135,1,0,20.0
2136,1,0,20.0
2142,1,0,50.0
2144,1,0,10.0
2145,1,0,0.0
2149,1,0,50.0
2152,1,0,0.0
2155,1,0,70.0
2161,1,0,0.0
2163,1,0,100.0
2164,1,0,50.0
2165,1,0,100.0
2167,1,0,50.0
2174,1,0,10.0
2179,1,0,30.0
2189,1,0,50.0
2196,1,0,0.0
2197,1,0,0.0
2200,1,0,0.0
2203,1,0,10.0
2204,1,0,10.0
2205,1,0,0.0
2206,1,0,40.0
2211,1,0,0.0
2219,1,0,50.0
2221,1,0,50.0
2222,1,0,50.0
2229,1,0,10.0
2231,1,0,20.0
2236,1,0,0.0
2242,1,0,20.0
2251,1,0,0.0
2253,1,0,20.0
2255,1,0,50.0
2257,1,0,0.0
2260,1,0,50.0
2271,1,0,50.0
2273,1,0,80.0
2275,1,0,50.0
2276,1,0,10.0
2279,1,0,30.0
2280,1,0,0.0
2286,1,0,10.0
2293,1,0,0.0
2296,1,0,0.0
2297,1,0,20.0
2312,1,0,20.0
2316,1,0,0.0
2317,1,0,20.0
2318,1,0,100.0
2320,1,0,0.0
2326,1,0,40.0
2328,1,0,100.0
2329,1,0,10.0
2338,1,0,20.0
2345,1,0,0.0
2350,1,0,50.0
2353,1,0,100.0
2354,1,0,0.0
2358,1,0,0.0
2359,1,0,0.0
2360,1,0,0.0
2361,1,0,30.0
2370,1,0,20.0
2376,1,0,50.0
2377,1,0,50.0
2378,1,0,30.0
2384,1,0,0.0
2389,1,0,100.0
2392,1,0,0.0
2400,1,0,0.0
2405,1,0,30.0
2408,1,0,0.0
2410,1,0,40.0
2412,1,0,0.0
2413,1,0,0.0
2415,1,0,0.0
2418,1,0,0.0
2420,1,0,40.0
2424,1,0,20.0
2431,1,0,100.0
2434,1,0,50.0
2439,1,0,20.0
2440,1,0,100.0
2444,1,0,40.0
2445,1,0,50.0
2458,1,0,50.0
2461,1,0,20.0
2464,1,0,50.0
2466,1,0,0.0
2468,1,0,10.0
2473,1,0,20.0
2474,1,0,50.0
2480,1,0,0.0
2482,1,0,50.0
2487,1,0,0.0
2494,1,0,10.0
2496,1,0,10.0
2499,1,0,100.0
2509,1,0,0.0
2512,1,0,0.0
2519,1,0,100.0
2523,1,0,40.0
2524,1,0,50.0
2529,1,0,50.0
2530,1,0,100.0
2531,1,0,0.0
2539,1,0,0.0
2541,1,0,40.0
2545,1,0,0.0
2546,1,0,0.0
2551,1,0,0.0
2553,1,0,0.0
2565,1,0,0.0
2568,1,0,20.0
2574,1,0,0.0
2577,1,0,20.0
2580,1,0,0.0
2585,1,0,100.0
2590,1,0,30.0
2592,1,0,100.0
2594,1,0,50.0
2595,1,0,60.0
2601,1,0,50.0
2613,1,0,0.0
2614,1,0,0.0
9,1,1,20.0
10,1,1,20.0
11,1,1,20.0
15,1,1,0.0
19,1,1,40.0
20,1,1,0.0
29,1,1,40.0
30,1,1,0.0
31,1,1,50.0
38,1,1,0.0
42,1,1,100.0
52,1,1,0.0
62,1,1,40.0
66,1,1,30.0
68,1,1,100.0
74,1,1,20.0
76,1,1,50.0
78,1,1,100.0
83,1,1,40.0
84,1,1,20.0
86,1,1,0.0
89,1,1,50.0
93,1,1,100.0
96,1,1,20.0
98,1,1,70.0
99,1,1,0.0
104,1,1,20.0
115,1,1,20.0
116,1,1,50.0
118,1,1,100.0
128,1,1,20.0
132,1,1,20.0
138,1,1,0.0
142,1,1,40.0
146,1,1,0.0
152,1,1,60.0
158,1,1,0.0
161,1,1,50.0
162,1,1,0.0
165,1,1,0.0
166,1,1,40.0
171,1,1,0.0
172,1,1,0.0
175,1,1,50.0
181,1,1,100.0
183,1,1,0.0
187,1,1,0.0
188,1,1,0.0
189,1,1,60.0
192,1,1,20.0
195,1,1,60.0
206,1,1,40.0
212,1,1,0.0
215,1,1,0.0
216,1,1,100.0
228,1,1,0.0
235,1,1,60.0
241,1,1,50.0
242,1,1,70.0
244,1,1,20.0
252,1,1,0.0
254,1,1,20.0
257,1,1,20.0
262,1,1,20.0
263,1,1,0.0
265,1,1,0.0
274,1,1,100.0
278,1,1,30.0
286,1,1,100.0
288,1,1,0.0
291,1,1,100.0
293,1,1,0.0
294,1,1,0.0
300,1,1,50.0
301,1,1,50.0
311,1,1,40.0
314,1,1,100.0
315,1,1,50.0
327,1,1,50.0
329,1,1,0.0
335,1,1,20.0
338,1,1,50.0
340,1,1,0.0
345,1,1,20.0
349,1,1,0.0
350,1,1,0.0
351,1,1,20.0
353,1,1,80.0
368,1,1,100.0
369,1,1,0.0
371,1,1,20.0
374,1,1,100.0
376,1,1,50.0
382,1,1,50.0
384,1,1,80.0
392,1,1,100.0
401,1,1,100.0
406,1,1,0.0
410,1,1,50.0
413,1,1,0.0
415,1,1,40.0
417,1,1,0.0
425,1,1,0.0
436,1,1,0.0
441,1,1,0.0
442,1,1,20.0
447,1,1,0.0
448,1,1,0.0
450,1,1,0.0
453,1,1,0.0
469,1,1,0.0
470,1,1,50.0
471,1,1,60.0
476,1,1,100.0
480,1,1,0.0
482,1,1,0.0
483,1,1,50.0
484,1,1,10.0
486,1,1,40.0
489,1,1,100.0
490,1,1,0.0
494,1,1,50.0
497,1,1,0.0
498,1,1,70.0
508,1,1,20.0
512,1,1,0.0
519,1,1,50.0
520,1,1,80.0
527,1,1,50.0
528,1,1,100.0
532,1,1,0.0
536,1,1,50.0
542,1,1,0.0
554,1,1,0.0
560,1,1,0.0
570,1,1,0.0
571,1,1,0.0
574,1,1,80.0
577,1,1,0.0
579,1,1,40.0
581,1,1,100.0
588,1,1,0.0
590,1,1,50.0
592,1,1,0.0
595,1,1,0.0
598,1,1,0.0
600,1,1,0.0
601,1,1,50.0
602,1,1,50.0
605,1,1,50.0
609,1,1,10.0
616,1,1,50.0
618,1,1,0.0
626,1,1,0.0
629,1,1,60.0
635,1,1,100.0
638,1,1,20.0
644,1,1,50.0
652,1,1,0.0
656,1,1,0.0
662,1,1,0.0
670,1,1,50.0
673,1,1,30.0
679,1,1,30.0
682,1,1,0.0
686,1,1,0.0
688,1,1,20.0
689,1,1,0.0
692,1,1,100.0
705,1,1,0.0
709,1,1,0.0
715,1,1,40.0
716,1,1,50.0
721,1,1,100.0
722,1,1,0.0
726,1,1,0.0
727,1,1,50.0
731,1,1,40.0
733,1,1,40.0
734,1,1,0.0
740,1,1,40.0
742,1,1,0.0
746,1,1,0.0
749,1,1,20.0
750,1,1,0.0
751,1,1,80.0
756,1,1,0.0
759,1,1,20.0
761,1,1,100.0
768,1,1,40.0
769,1,1,100.0
770,1,1,0.0
776,1,1,40.0
777,1,1,40.0
778,1,1,70.0
782,1,1,0.0
783,1,1,0.0
785,1,1,20.0
787,1,1,0.0
790,1,1,0.0
794,1,1,50.0
796,1,1,0.0
801,1,1,60.0
804,1,1,10.0
819,1,1,0.0
823,1,1,0.0
834,1,1,0.0
835,1,1,0.0
836,1,1,0.0
839,1,1,0.0
846,1,1,0.0
857,1,1,20.0
865,1,1,0.0
866,1,1,30.0
867,1,1,30.0
868,1,1,60.0
876,1,1,40.0
881,1,1,10.0
887,1,1,80.0
888,1,1,0.0
889,1,1,0.0
891,1,1,20.0
894,1,1,0.0
902,1,1,0.0
904,1,1,50.0
905,1,1,30.0
906,1,1,40.0
917,1,1,0.0
922,1,1,0.0
923,1,1,30.0
929,1,1,0.0
932,1,1,100.0
937,1,1,50.0
946,1,1,100.0
949,1,1,0.0
951,1,1,0.0
958,1,1,50.0
964,1,1,40.0
967,1,1,70.0
972,1,1,100.0
975,1,1,60.0
982,1,1,0.0
995,1,1,100.0
997,1,1,0.0
998,1,1,0.0
1000,1,1,0.0
1005,1,1,80.0
1011,1,1,100.0
1014,1,1,0.0
1018,1,1,20.0
1020,1,1,100.0
1022,1,1,100.0
1029,1,1,80.0
1031,1,1,0.0
1034,1,1,100.0
1040,1,1,0.0
1047,1,1,20.0
1050,1,1,10.0
1054,1,1,0.0
1057,1,1,10.0
1058,1,1,0.0
1060,1,1,50.0
1062,1,1,10.0
1065,1,1,50.0
1071,1,1,100.0
1075,1,1,100.0
1079,1,1,50.0
1082,1,1,0.0
1084,1,1,80.0
1087,1,1,100.0
1088,1,1,0.0
1097,1,1,0.0
1098,1,1,0.0
1104,1,1,0.0
1106,1,1,0.0
1110,1,1,100.0
1114,1,1,0.0
1116,1,1,0.0
1118,1,1,10.0
1121,1,1,100.0
1122,1,1,0.0
1124,1,1,20.0
1129,1,1,50.0
1139,1,1,0.0
1143,1,1,50.0
1144,1,1,0.0
1146,1,1,0.0
1151,1,1,20.0
1161,1,1,0.0
1163,1,1,0.0
1175,1,1,100.0
1180,1,1,40.0
1182,1,1,50.0
1185,1,1,50.0
1191,1,1,0.0
1194,1,1,0.0
1205,1,1,0.0
1211,1,1,0.0
1219,1,1,0.0
1226,1,1,80.0
1229,1,1,30.0
1230,1,1,0.0
1235,1,1,50.0
1237,1,1,0.0
1238,1,1,60.0
1241,1,1,80.0
1242,1,1,40.0
1245,1,1,30.0
1251,1,1,20.0
1253,1,1,40.0
1258,1,1,0.0
1262,1,1,0.0
1267,1,1,0.0
1272,1,1,40.0
1273,1,1,20.0
1281,1,1,20.0
1285,1,1,100.0
1288,1,1,0.0
1291,1,1,0.0
1292,1,1,20.0
1293,1,1,20.0
1294,1,1,100.0
1297,1,1,0.0
1298,1,1,20.0
1303,1,1,0.0
1306,1,1,20.0
1315,1,1,0.0
1316,1,1,50.0
1327,1,1,0.0
1329,1,1,0.0
1332,1,1,50.0
1336,1,1,0.0
1339,1,1,100.0
1340,1,1,0.0
1341,1,1,10.0
1349,1,1,10.0
1353,1,1,0.0
1357,1,1,100.0
1358,1,1,50.0
1360,1,1,0.0
1369,1,1,0.0
1373,1,1,0.0
1379,1,1,10.0
1380,1,1,0.0
1384,1,1,0.0
1389,1,1,0.0
1390,1,1,40.0
1392,1,1,0.0
1401,1,1,100.0
1405,1,1,0.0
1412,1,1,0.0
1421,1,1,10.0
1424,1,1,0.0
1427,1,1,0.0
1434,1,1,40.0
1435,1,1,50.0
1436,1,1,40.0
1438,1,1,50.0
1440,1,1,100.0
1449,1,1,100.0
1453,1,1,0.0
1454,1,1,0.0
1462,1,1,0.0
1476,1,1,20.0
1481,1,1,100.0
1483,1,1,10.0
1484,1,1,100.0
1486,1,1,0.0
1489,1,1,0.0
1496,1,1,0.0
1499,1,1,100.0
1503,1,1,20.0
1505,1,1,50.0
1507,1,1,60.0
1509,1,1,0.0
1512,1,1,10.0
1515,1,1,30.0
1517,1,1,100.0
1529,1,1,0.0
1531,1,1,60.0
1532,1,1,0.0
1544,1,1,10.0
1548,1,1,0.0
1550,1,1,100.0
1554,1,1,0.0
1556,1,1,30.0
1559,1,1,40.0
1561,1,1,50.0
1573,1,1,0.0
1579,1,1,40.0
1583,1,1,30.0
1585,1,1,10.0
1588,1,1,20.0
1590,1,1,100.0
1593,1,1,10.0
1597,1,1,0.0
1598,1,1,20.0
1600,1,1,50.0
1601,1,1,0.0
1603,1,1,0.0
1610,1,1,0.0
1614,1,1,100.0
1623,1,1,30.0
1627,1,1,0.0
1631,1,1,100.0
1636,1,1,0.0
1637,1,1,0.0
1644,1,1,0.0
1649,1,1,50.0
1650,1,1,0.0
1653,1,1,0.0
1659,1,1,50.0
1660,1,1,0.0
1662,1,1,0.0
1666,1,1,0.0
1670,1,1,20.0
1675,1,1,0.0
1678,1,1,30.0
1685,1,1,40.0
1687,1,1,50.0
1693,1,1,30.0
1698,1,1,0.0
1705,1,1,0.0
1712,1,1,20.0
1714,1,1,100.0
1715,1,1,100.0
1718,1,1,20.0
1721,1,1,10.0
1724,1,1,20.0
1726,1,1,0.0
1736,1,1,100.0
1737,1,1,40.0
1738,1,1,50.0
1745,1,1,100.0
1748,1,1,0.0
1753,1,1,50.0
1757,1,1,100.0
1762,1,1,0.0
1763,1,1,0.0
1772,1,1,100.0
1775,1,1,0.0
1777,1,1,100.0
1785,1,1,30.0
1789,1,1,0.0
1795,1,1,40.0
1799,1,1,0.0
1804,1,1,100.0
1810,1,1,10.0
1814,1,1,0.0
1824,1,1,100.0
1825,1,1,30.0
1833,1,1,0.0
1836,1,1,40.0
1837,1,1,20.0
1839,1,1,40.0
1840,1,1,0.0
1843,1,1,0.0
1844,1,1,0.0
1853,1,1,100.0
1858,1,1,0.0
1859,1,1,100.0
1865,1,1,40.0
1867,1,1,0.0
1873,1,1,30.0
1882,1,1,20.0
1888,1,1,0.0
1889,1,1,0.0
1891,1,1,0.0
1895,1,1,0.0
1896,1,1,0.0
1900,1,1,0.0
1902,1,1,0.0
1908,1,1,50.0
1911,1,1,0.0
1912,1,1,20.0
1915,1,1,0.0
1917,1,1,0.0
1927,1,1,20.0
1932,1,1,0.0
1934,1,1,30.0
1935,1,1,20.0
1945,1,1,0.0
1948,1,1,50.0
1954,1,1,90.0
1958,1,1,30.0
1960,1,1,0.0
1963,1,1,50.0
1973,1,1,40.0
1974,1,1,20.0
1975,1,1,20.0
1977,1,1,20.0
1979,1,1,30.0
1982,1,1,0.0
1983,1,1,30.0
1984,1,1,20.0
1988,1,1,0.0
1999,1,1,40.0
2002,1,1,20.0
2010,1,1,0.0
2014,1,1,50.0
2015,1,1,40.0
2021,1,1,40.0
2029,1,1,0.0
2030,1,1,0.0
2032,1,1,0.0
2035,1,1,0.0
2036,1,1,100.0
2038,1,1,100.0
2041,1,1,20.0
2042,1,1,50.0
2054,1,1,50.0
2060,1,1,30.0
2064,1,1,0.0
2070,1,1,0.0
2071,1,1,50.0
2072,1,1,0.0
2077,1,1,100.0
2081,1,1,0.0
2082,1,1,0.0
2085,1,1,20.0
2088,1,1,0.0
2098,1,1,30.0
2112,1,1,20.0
2117,1,1,20.0
2122,1,1,20.0
2124,1,1,0.0
2126,1,1,70.0
2135,1,1,20.0
2136,1,1,0.0
2142,1,1,0.0
2144,1,1,10.0
2145,1,1,0.0
2149,1,1,40.0
2152,1,1,20.0
2155,1,1,40.0
2161,1,1,0.0
2163,1,1,0.0
2164,1,1,50.0
2165,1,1,20.0
2167,1,1,50.0
2174,1,1,30.0
2179,1,1,10.0
2189,1,1,50.0
2196,1,1,20.0
2197,1,1,20.0
2200,1,1,10.0
2203,1,1,0.0
2204,1,1,10.0
2205,1,1,0.0
2206,1,1,30.0
2211,1,1,0.0
2219,1,1,50.0
2221,1,1,0.0
2222,1,1,0.0
2229,1,1,20.0
2231,1,1,0.0
2236,1,1,40.0
2242,1,1,20.0
2251,1,1,0.0
2253,1,1,0.0
2255,1,1,50.0
2257,1,1,0.0
2260,1,1,0.0
2271,1,1,30.0
2273,1,1,80.0
2275,1,1,100.0
2276,1,1,20.0
2279,1,1,20.0
2280,1,1,0.0
2286,1,1,10.0
2293,1,1,0.0
2296,1,1,0.0
2297,1,1,20.0
2312,1,1,40.0
2316,1,1,20.0
2317,1,1,20.0
2318,1,1,100.0
2320,1,1,20.0
2326,1,1,40.0
2328,1,1,100.0
2329,1,1,20.0
2338,1,1,20.0
2345,1,1,100.0
2350,1,1,50.0
2353,1,1,100.0
2354,1,1,0.0
2358,1,1,0.0
2359,1,1,0.0
2360,1,1,0.0
2361,1,1,20.0
2370,1,1,10.0
2376,1,1,60.0
2377,1,1,70.0
2378,1,1,0.0
2384,1,1,0.0
2389,1,1,100.0
2392,1,1,0.0
2400,1,1,0.0
2405,1,1,40.0
2408,1,1,20.0
2410,1,1,40.0
2412,1,1,10.0
2413,1,1,40.0
2415,1,1,0.0
2418,1,1,0.0
2420,1,1,80.0
2424,1,1,30.0
2431,1,1,0.0
2434,1,1,50.0
2439,1,1,50.0
2440,1,1,100.0
2444,1,1,20.0
2445,1,1,50.0
2458,1,1,50.0
2461,1,1,20.0
2464,1,1,50.0
2466,1,1,20.0
2468,1,1,20.0
2473,1,1,10.0
2474,1,1,40.0
2480,1,1,50.0
2482,1,1,50.0
2487,1,1,20.0
2494,1,1,20.0
2496,1,1,10.0
2499,1,1,100.0
2509,1,1,0.0
2512,1,1,0.0
2519,1,1,100.0
2523,1,1,40.0
2524,1,1,50.0
2529,1,1,50.0
2530,1,1,100.0
2531,1,1,50.0
2539,1,1,50.0
2541,1,1,40.0
2545,1,1,0.0
2546,1,1,0.0
2551,1,1,0.0
2553,1,1,80.0
2565,1,1,10.0
2568,1,1,0.0
2574,1,1,20.0
2577,1,1,20.0
2580,1,1,0.0
2585,1,1,100.0
2590,1,1,20.0
2592,1,1,100.0
2594,1,1,50.0
2595,1,1,40.0
2601,1,1,50.0
2613,1,1,0.0
2614,1,1,0.0
